Q,A,label
메이크업+퍼스널 컬러(1:1) 과정에는 어떤 것이 포함되나요?,1) 셀프 진단서 작성  2)이론 안내  3) 피부톤 진단  4) 명도/채도 진단  5) 1차 온도감 체크 -> 2차 세부톤 진단  6) 패턴 체크 7) 헤어 컬러 진단  8) 개인 파우치 진단  9) 베스트 컬러감 상의 착용 테스트 10) 베스트/워스트 타입 특징 확인  11) 액세서리 컬러 및 디자인 추천  12) 최종 진단 및 피드백  13) 사후 보고서 발송  14) 퍼스널 컬러 결과에 맞는 메이크업 컨셉 셋팅  15) 기초/색조 제품 특징 체크  16) 반쪽 컨설턴트 시연/셀프 반쪽 메이크업 진행 17) 베스트 메이크업 완료 후 포토부스 셀피 체크  18) 퍼스널 컬러북 제공 이 포함됩니다. 이 과정들이 1:1로 진행됩니다. ,4
메이크업+퍼스널 컬러(1:1) 과정이란 무엇인가요? ,1) 셀프 진단서 작성  2)이론 안내  3) 피부톤 진단  4) 명도/채도 진단  5) 1차 온도감 체크 -> 2차 세부톤 진단  6) 패턴 체크 7) 헤어 컬러 진단  8) 개인 파우치 진단  9) 베스트 컬러감 상의 착용 테스트 10) 베스트/워스트 타입 특징 확인  11) 액세서리 컬러 및 디자인 추천  12) 최종 진단 및 피드백  13) 사후 보고서 발송  14) 퍼스널 컬러 결과에 맞는 메이크업 컨셉 셋팅  15) 기초/색조 제품 특징 체크  16) 반쪽 컨설턴트 시연/셀프 반쪽 메이크업 진행 17) 베스트 메이크업 완료 후 포토부스 셀피 체크  18) 퍼스널 컬러북 제공 이 포함됩니다. 이 과정들이 1:1로 진행됩니다. ,4
메이크업+퍼스널 컬러(1:1) 과정이란?,1) 셀프 진단서 작성  2)이론 안내  3) 피부톤 진단  4) 명도/채도 진단  5) 1차 온도감 체크 -> 2차 세부톤 진단  6) 패턴 체크 7) 헤어 컬러 진단  8) 개인 파우치 진단  9) 베스트 컬러감 상의 착용 테스트 10) 베스트/워스트 타입 특징 확인  11) 액세서리 컬러 및 디자인 추천  12) 최종 진단 및 피드백  13) 사후 보고서 발송  14) 퍼스널 컬러 결과에 맞는 메이크업 컨셉 셋팅  15) 기초/색조 제품 특징 체크  16) 반쪽 컨설턴트 시연/셀프 반쪽 메이크업 진행 17) 베스트 메이크업 완료 후 포토부스 셀피 체크  18) 퍼스널 컬러북 제공 이 포함됩니다. 이 과정들이 1:1로 진행됩니다. ,4
메이크업+퍼스널 컬러(2:1) 과정에는 무엇이 포함되나요?,1) 셀프 진단서 작성  2)이론 안내  3) 피부톤 진단  4) 명도/채도 진단  5) 1차 온도감 체크 -> 2차 세부톤 진단  6) 패턴 체크 7) 헤어 컬러 진단  8) 개인 파우치 진단  9) 베스트 컬러감 상의 착용 테스트 10) 베스트/워스트 타입 특징 확인  11) 액세서리 컬러 및 디자인 추천  12) 최종 진단 및 피드백  13) 사후 보고서 발송  14) 퍼스널 컬러 결과에 맞는 메이크업 컨셉 셋팅  15) 기초/색조 제품 특징 체크  16) 반쪽 컨설턴트 시연/셀프 반쪽 메이크업 진행 17) 베스트 메이크업 완료 후 포토부스 셀피 체크  18) 퍼스널 컬러북 제공 이 포함됩니다. 이 과정들이 2:1로 진행됩니다. ,4
메이크업+퍼스널 컬러(2:1) 과정에는 어떤 것이 포함되나요?,1) 셀프 진단서 작성  2)이론 안내  3) 피부톤 진단  4) 명도/채도 진단  5) 1차 온도감 체크 -> 2차 세부톤 진단  6) 패턴 체크 7) 헤어 컬러 진단  8) 개인 파우치 진단  9) 베스트 컬러감 상의 착용 테스트 10) 베스트/워스트 타입 특징 확인  11) 액세서리 컬러 및 디자인 추천  12) 최종 진단 및 피드백  13) 사후 보고서 발송  14) 퍼스널 컬러 결과에 맞는 메이크업 컨셉 셋팅  15) 기초/색조 제품 특징 체크  16) 반쪽 컨설턴트 시연/셀프 반쪽 메이크업 진행 17) 베스트 메이크업 완료 후 포토부스 셀피 체크  18) 퍼스널 컬러북 제공 이 포함됩니다. 이 과정들이 2:1로 진행됩니다. ,4
메이크업+퍼스널 컬러(2:1) 과정이란 무엇인가요? ,1) 셀프 진단서 작성  2)이론 안내  3) 피부톤 진단  4) 명도/채도 진단  5) 1차 온도감 체크 -> 2차 세부톤 진단  6) 패턴 체크 7) 헤어 컬러 진단  8) 개인 파우치 진단  9) 베스트 컬러감 상의 착용 테스트 10) 베스트/워스트 타입 특징 확인  11) 액세서리 컬러 및 디자인 추천  12) 최종 진단 및 피드백  13) 사후 보고서 발송  14) 퍼스널 컬러 결과에 맞는 메이크업 컨셉 셋팅  15) 기초/색조 제품 특징 체크  16) 반쪽 컨설턴트 시연/셀프 반쪽 메이크업 진행 17) 베스트 메이크업 완료 후 포토부스 셀피 체크  18) 퍼스널 컬러북 제공 이 포함됩니다. 이 과정들이 2:1로 진행됩니다. ,4
메이크업+퍼스널 컬러(2:1) 과정이란?,1) 셀프 진단서 작성  2)이론 안내  3) 피부톤 진단  4) 명도/채도 진단  5) 1차 온도감 체크 -> 2차 세부톤 진단  6) 패턴 체크 7) 헤어 컬러 진단  8) 개인 파우치 진단  9) 베스트 컬러감 상의 착용 테스트 10) 베스트/워스트 타입 특징 확인  11) 액세서리 컬러 및 디자인 추천  12) 최종 진단 및 피드백  13) 사후 보고서 발송  14) 퍼스널 컬러 결과에 맞는 메이크업 컨셉 셋팅  15) 기초/색조 제품 특징 체크  16) 반쪽 컨설턴트 시연/셀프 반쪽 메이크업 진행 17) 베스트 메이크업 완료 후 포토부스 셀피 체크  18) 퍼스널 컬러북 제공 이 포함됩니다. 이 과정들이 2:1로 진행됩니다. ,4
한 사람만 신청할 수 있나요?,"네, 저희는 1:1 세션을 제공합니다.",5
한 명만 신청할 수 있나요?,"네, 저희는 1:1 세션을 제공합니다.",5
한 사람만 지원할 수 있나요?,"네, 저희는 1:1 세션을 제공합니다.",5
한 명만 지원할 수 있나요?,"네, 저희는 1:1 세션을 제공합니다.",5
혼자 신청할 수 있나요?,"물론입니다, 저희는 1:1 세션을 제공합니다.",5
혼자서 신청해도 되나요?,"물론입니다, 저희는 1:1 세션을 제공합니다.",5
혼자서도 신청할 수 있나요?,"물론입니다, 저희는 1:1 세션을 제공합니다.",5
두 명이 신청 할 수 있나요?,"네, 저희는 2:1 세션도 제공합니다.",5
두 사람이 신청할 수 있나요?,"네, 저희는 2:1 세션도 제공합니다. 같이 신청해보세요!",5
2명이 지원할 수 있나요?,"물론입니다, 저희는 2:1 세션도 제공합니다. 함께 신청해보세요!",5
두 사람이 지원할 수 있나요?,"물론입니다, 저희는 2:1 세션도 제공합니다.",5
2명이 같이 신청할 수 있나요?,"물론입니다, 저희는 2:1 세션도 제공합니다. 함께 신청해보세요!",5
2명이 함께 지원할 수 있나요?,"네, 저희는 2:1 세션도 제공합니다.",5
저희는 2인입니다.,"저희는 2:1 세션도 제공합니다, 함께 신청해보세요!",5
우리는 2명이에요.,"저희는 2:1 세션도 제공합니다, 함께 신청하는 것을 추천드립니다.",5
3명이 신청할 수 있나요?,"안타깝게도, 저희는 2명까지만 함께 신청할 수 있습니다.",5
3명이 지원할 수 있나요?,"안타깝게도, 저희는 2명까지만 같이 신청할 수 있습니다.",5
3명이 신청할 수 있나요?,"죄송하지만, 저희는 2명까지만 함께 지원할 수 있습니다.",5
3명이 지원할 수 있나요?,"죄송하지만, 저희는 2명까지만 같이 지원할 수 있습니다.",5
3명이 같이 신청할 수 있나요?,"안타깝게도, 저희는 2명까지만 함께 신청할 수 있습니다.",5
3명이 함께 지원할 수 있나요?,"죄송하지만, 저희는 2명까지만 같이 신청할 수 있습니다.",5
4명이 신청할 수 있나요?,"안타깝게도, 저희는 2명까지만 함께 신청할 수 있습니다.",5
4명이 지원할 수 있나요?,"안타깝게도, 저희는 2명까지만 같이 신청할 수 있습니다.",5
4명이 신청할 수 있나요?,"죄송하지만, 저희는 2명까지만 함께 지원할 수 있습니다.",5
4명이 지원할 수 있나요?,"죄송하지만, 저희는 2명까지만 같이 지원할 수 있습니다.",5
4명이 같이 신청할 수 있나요?,"안타깝게도, 저희는 2명까지만 함께 신청할 수 있습니다.",5
4명이 함께 지원할 수 있나요?,"죄송하지만, 저희는 2명까지만 같이 신청할 수 있습니다.",5
5명이 신청할 수 있나요?,"안타깝게도, 저희는 2명까지만 함께 신청할 수 있습니다.",5
5명이 지원할 수 있나요?,"안타깝게도, 저희는 2명까지만 같이 신청할 수 있습니다.",5
5명이 신청할 수 있나요?,"죄송하지만, 저희는 2명까지만 함께 지원할 수 있습니다.",5
5명이 지원할 수 있나요?,"죄송하지만, 저희는 2명까지만 같이 지원할 수 있습니다.",5
5명이 같이 신청할 수 있나요?,"안타깝게도, 저희는 2명까지만 함께 신청할 수 있습니다.",5
5명이 함께 지원할 수 있나요?,"죄송하지만, 저희는 2명까지만 같이 신청할 수 있습니다.",5
다른 사람과 함께 신청할 수 있나요?,네! 2명까지는 같이 신청할 수 있습니다.,5
다른 사람과 함꼐 신청해도 되나요?,네! 2명까지는 같이 신청할 수 있습니다.,5
다른 사람과 함께 지원할 수 있나요?,네! 2명까지는 함께 신청할 수 있습니다.,5
다른 사람과 함꼐 지원해도 되나요?,네! 2명까지는 함께 신청할 수 있습니다.,5
몇 명까지 함께 신청할 수 있나요?,2명까지 같이 신청할 수 있습니다.,5
함께 신청할 수 있는 인원은 몇 명인가요?,2명까지 같이 신청할 수 있습니다.,5
몇 명이 함께 신청할 수 있나요?,2명까지 함께 신청할 수 있습니다.,5
몇 명까지 함께 지원할 수 있나요?,2명까지 함께 신청할 수 있습니다.,5
혼자 신청해도 되는지 궁금해,"네, 저희는 1:1 세션을 제공합니다.",5
혼자 신청해도 되나,"네, 저희는 1:1 세션을 제공합니다.",5
혼자 가도 되나,"물론입니다, 저희는 1:1 세션을 제공합니다.",5
혼자 예약할 수 있어?,"물론입니다, 저희는 1:1 세션을 제공합니다.",5
혼자 예약해도 되나요?,"물론입니다, 저희는 1:1 세션을 제공합니다.",5
혼자서 예약할 수 있는지 알고 싶어요,가능합니다! 저희는 1:1 세션을 제공합니다.,5
1명만 예약할 수 있어?,"네, 저희는 1:1 세션을 제공합니다.",5
1명 예약할 수 있는지 궁금해,가능합니다! 저희는 1:1 세션을 제공합니다.,5
혼자는?,가능합니다! 저희는 1:1 세션을 제공합니다.,5
1명은?,가능합니다! 저희는 1:1 세션을 제공합니다.,5
혼자서는?,가능합니다! 저희는 1:1 세션을 제공합니다.,5
2명은?,가능합니다! 저희는 2:1 세션도 제공합니다.,5
2명?,가능합니다! 저희는 2:1 세션도 제공합니다.,5
두 사람은?,가능합니다! 저희는 2:1 세션도 제공합니다.,5
두 사람?,가능합니다! 저희는 2:1 세션도 제공합니다.,5
2명이 같이 예약할 수 있어?,"물론입니다, 저희는 2:1 세션도 제공합니다. 함께 신청해보세요!",5
2명이 함께 예약할 수 있는지 궁금해요,가능합니다! 저희는 2:1 세션도 제공합니다.,5
2명 예약해도 돼?,"물론입니다, 저희는 2:1 세션도 제공합니다. 함께 신청해보세요!",5
2명 돼?,"물론입니다, 저희는 2:1 세션도 제공합니다.",5
두 사람이 함께 예약할 수 있어?,"네, 저희는 2:1 세션도 제공합니다.",5
2명이서 신청할 수 있어?,"네, 저희는 2:1 세션도 제공합니다.",5
3명은?,"안타깝게도, 저희는 2명까지만 함께 신청할 수 있습니다.",5
3명?,"안타깝게도, 저희는 2명까지만 같이 신청할 수 있습니다.",5
세 사람은?,"죄송하지만, 저희는 2명까지만 함께 지원할 수 있습니다.",5
세 사람?,"죄송하지만, 저희는 2명까지만 같이 지원할 수 있습니다.",5
3명이 같이 예약할 수 있어?,"안타깝게도, 저희는 2명까지만 함께 신청할 수 있습니다.",5
3명이 함께 예약할 수 있는지 궁금해요,"죄송하지만, 저희는 2명까지만 같이 신청할 수 있습니다.",5
3명 예약해도 돼?,"안타깝게도, 저희는 2명까지만 함께 신청할 수 있습니다.",5
3명 돼?,"안타깝게도, 저희는 2명까지만 같이 신청할 수 있습니다.",5
세 사람이 함께 예약할 수 있어?,"죄송하지만, 저희는 2명까지만 함께 지원할 수 있습니다.",5
3명이서 신청할 수 있어?,"죄송하지만, 저희는 2명까지만 같이 지원할 수 있습니다.",5
4명은?,"안타깝게도, 저희는 2명까지만 함께 신청할 수 있습니다.",5
4명?,"죄송하지만, 저희는 2명까지만 같이 신청할 수 있습니다.",5
네 사람은?,"안타깝게도, 저희는 2명까지만 함께 신청할 수 있습니다.",5
네 사람?,"안타깝게도, 저희는 2명까지만 같이 신청할 수 있습니다.",5
4명이 같이 예약할 수 있어?,"죄송하지만, 저희는 2명까지만 함께 지원할 수 있습니다.",5
4명이 함께 예약할 수 있는지 궁금해요,"죄송하지만, 저희는 2명까지만 같이 지원할 수 있습니다.",5
4명 예약해도 돼?,"안타깝게도, 저희는 2명까지만 함께 신청할 수 있습니다.",5
4명 돼?,"죄송하지만, 저희는 2명까지만 같이 신청할 수 있습니다.",5
네 사람이 함께 예약할 수 있어?,"안타깝게도, 저희는 2명까지만 함께 신청할 수 있습니다.",5
4명이서 신청할 수 있어?,"안타깝게도, 저희는 2명까지만 같이 신청할 수 있습니다.",5
5명은?,"죄송하지만, 저희는 2명까지만 함께 지원할 수 있습니다.",5
5명?,"죄송하지만, 저희는 2명까지만 같이 지원할 수 있습니다.",5
5명이 같이 예약할 수 있어?,"안타깝게도, 저희는 2명까지만 함께 신청할 수 있습니다.",5
5명이 함께 예약할 수 있는지 궁금해요,"죄송하지만, 저희는 2명까지만 같이 신청할 수 있습니다.",5
5명 예약해도 돼?,"안타깝게도, 저희는 2명까지만 함께 신청할 수 있습니다.",5
5명 돼?,"죄송하지만, 저희는 2명까지만 같이 신청할 수 있습니다.",5
어떻게 갈 수 있나요?,"대중교통으로 오실 수 있습니다. 지하철은 신사역 6번 출구에서 도보 5분, 버스는 472, 3011, 240, 345, 142, 4312, 402번을 이용하면 됩니다.",6
그곳에 어떻게 가나요?,"대중교통으로 오실 수 있습니다. 지하철은 신사역 6번 출구에서 도보 5분, 버스는 472, 3011, 240, 345, 142, 4312, 402번을 이용하면 됩니다.",6
어떻게 가나요?,"지하철과 버스로 오실 수 있습니다. 지하철은 신사역 6번 출구에서 도보 5분, 버스는 472, 3011, 240, 345, 142, 4312, 402번을 이용하세요.",6
교통,"지하철과 버스로 오실 수 있습니다. 지하철은 신사역 6번 출구에서 도보 5분, 버스는 472, 3011, 240, 345, 142, 4312, 402번을 이용하세요.",6
찾아가는 방법,"지하철과 버스로 오실 수 있습니다. 지하철은 신사역 6번 출구에서 도보 5분, 버스는 472, 3011, 240, 345, 142, 4312, 402번을 이용하세요.",6
가는 방법,"지하철과 버스로 오실 수 있습니다. 지하철은 신사역 6번 출구에서 도보 5분, 버스는 472, 3011, 240, 345, 142, 4312, 402번을 이용하세요.",6
어떤 교통 수단을 이용해야 하나요?,"지하철과 버스로 오실 수 있습니다. 지하철은 신사역 6번 출구에서 도보 5분, 버스는 472, 3011, 240, 345, 142, 4312, 402번을 이용하세요.",6
어떤 교통편을 이용해야 하나요?,"지하철과 버스로 오실 수 있습니다. 지하철은 신사역 6번 출구에서 도보 5분, 버스는 472, 3011, 240, 345, 142, 4312, 402번을 이용하세요.",6
어떤 교통수단을 이용하면 되나요?,"지하철과 버스로 오실 수 있습니다. 지하철은 신사역 6번 출구에서 도보 5분, 버스는 472, 3011, 240, 345, 142, 4312, 402번을 이용하세요.",6
어떤 교통편을 이용해서 갈 수 있나요?,"지하철과 버스로 오실 수 있습니다. 지하철은 신사역 6번 출구에서 도보 5분, 버스는 472, 3011, 240, 345, 142, 4312, 402번을 이용하세요.",6
지하철로 갈 수 있나요?,"네, 신사역 6번 출구에서 도보로 5분 거리에 있습니다.",6
지하철을 타고 갈 수 있나요?,"네, 신사역 6번 출구에서 도보 5분 거리에 있습니다.",6
지하철을 이용해도 되나요?,"네, 신사역 6번 출구에서 도보로 5분 거리에 있습니다.",6
지하철로 이동할 수 있나요?,"네, 신사역 6번 출구에서 도보 5분 거리에 있습니다.",6
지하철로 가도 되나요?,"네, 신사역 6번 출구에서 도보 5분 거리에 있습니다.",6
근처에 지하철역이 있나요?,"네, 도보 5분 거리에 신사역이 있습니다.",6
인근에 지하철역이 있나요?,"네, 도보 5분 거리에 신사역이 있습니다.",6
주변에 지하철역이 있나요?,"네, 도보 5분 거리에 신사역이 있습니다.",6
인근 지하철역,도보 5분 거리에 신사역이 있습니다.,6
근처 지하철역,도보 5분 거리에 신사역이 있습니다.,6
가까운 지하철역,도보 5분 거리에 신사역이 있습니다.,6
인근 버스 정류장,"인근에 신사중학교, 신사역5번출구, 신사역6번출구, 신사역 푸른저축은행 정류장이 있습니다.",6
근처 버스 정류장,"근처에 신사중학교, 신사역5번출구, 신사역6번출구, 신사역 푸른저축은행 정류장이 있습니다.",6
가까운 버스 정류장,"근처에 신사중학교, 신사역5번출구, 신사역6번출구, 신사역 푸른저축은행 정류장이 있습니다.",6
주변 버스 정류장,"인근에 신사중학교, 신사역5번출구, 신사역6번출구, 신사역 푸른저축은행 정류장이 있습니다.",6
어떤 버스를 타고 가야 하나요?," 472, 3011, 240, 345, 142, 4312, 402번 버스를 타고 오시면 됩니다.",6
어느 버스를 타고 가야 하나요?," 472, 3011, 240, 345, 142, 4312, 402번 버스를 타고 오시면 됩니다.",6
어떤 버스를 타고 가면 되나요?," 472, 3011, 240, 345, 142, 4312, 402번 버스를 타고 오시면 됩니다.",6
어떤 버스를 타면 되나요?," 472, 3011, 240, 345, 142, 4312, 402번 버스로 오시면 됩니다.",6
어떤 버스를 타고 갈 수 있나요?," 472, 3011, 240, 345, 142, 4312, 402번 버스로 오시면 됩니다.",6
어떤 버스로 갈 수 있나요?," 472, 3011, 240, 345, 142, 4312, 402번 버스로 오시면 됩니다.",6
버스를 타고 갈 수 있나요?,"네, 472, 3011, 240, 345, 142, 4312, 402번 버스로 오시면 됩니다.",6
버스로 갈 수 있나요?,"네, 472, 3011, 240, 345, 142, 4312, 402번 버스로 오시면 됩니다.",6
주차장이 있나요?,"네, 건물 1층 주차장을 무료로 이용하실 수 있습니다.",6
주차장은 있나요?,"네, 건물 1층 주차장을 무료로 이용하실 수 있습니다.",6
주차장이 마련되어 있나요?,"네, 건물 1층 주차장을 무료로 이용하실 수 있습니다.",6
주차가 가능한가요?,"네, 건물 1층 주차장을 무료로 이용하실 수 있습니다.",6
주차할 수 있나요?,"네, 건물 1층 주차장을 무료로 이용하실 수 있습니다.",6
주차장을 이용할 수 있나요?,"네, 건물 1층 주차장을 무료로 이용하실 수 있습니다.",6
주차장이 있습니까?,"네, 건물 1층 주차장을 무료로 이용하실 수 있습니다.",6
내 차를 주차할 수 있나요?,"네, 건물 1층 주차장을 무료로 이용하실 수 있습니다.",6
차를 주차할 수 있나요?,"네, 건물 1층 주차장을 무료로 이용하실 수 있습니다.",6
그곳에 주차장이 있나요?,"네, 건물 1층 주차장을 무료로 이용하실 수 있습니다.",6
거기에 주차장이 있나요?,"네, 건물 1층 주차장을 무료로 이용하실 수 있습니다.",6
주차,건물 1층 주차장을 무료로 이용하실 수 있습니다.,6
주차 가능한 지 궁금합니다,건물 1층 주차장을 무료로 이용하실 수 있습니다.,6
버스나 지하철,"지하철과 버스로 오실 수 있습니다. 지하철은 신사역 6번 출구에서 도보 5분, 버스는 472, 3011, 240, 345, 142, 4312, 402번을 이용하세요.",6
버스나 지하철로 갈 수 있나요?,"지하철과 버스로 오실 수 있습니다. 지하철은 신사역 6번 출구에서 도보 5분, 버스는 472, 3011, 240, 345, 142, 4312, 402번을 이용하세요.",6
"버스, 지하철","지하철과 버스로 오실 수 있습니다. 지하철은 신사역 6번 출구에서 도보 5분, 버스는 472, 3011, 240, 345, 142, 4312, 402번을 이용하세요.",6
지하철이나 버스,"지하철과 버스로 오실 수 있습니다. 지하철은 신사역 6번 출구에서 도보 5분, 버스는 472, 3011, 240, 345, 142, 4312, 402번을 이용하세요.",6
지하철이나 버스로 갈 수 있나요?,"지하철과 버스로 오실 수 있습니다. 지하철은 신사역 6번 출구에서 도보 5분, 버스는 472, 3011, 240, 345, 142, 4312, 402번을 이용하세요.",6
"지하철, 버스","지하철과 버스로 오실 수 있습니다. 지하철은 신사역 6번 출구에서 도보 5분, 버스는 472, 3011, 240, 345, 142, 4312, 402번을 이용하세요.",6
버스," 472, 3011, 240, 345, 142, 4312, 402번 버스를 타고 오시면 됩니다.",6
지하철,도보 5분 거리에 신사역이 있습니다.,6
주차장이 있는지 궁금해,건물 1층 주차장을 무료로 이용하실 수 있습니다.,6
주차장을 이용할 수 있는지 궁금합니다,건물 1층 주차장을 무료로 이용하실 수 있습니다.,6
주차장이 있는지 궁금해요,건물 1층 주차장을 무료로 이용하실 수 있습니다.,6
주차장이 있는지 알려줘,건물 1층 주차장을 무료로 이용하실 수 있습니다.,6
주차장 있어?,"네, 건물 1층 주차장을 무료로 이용하실 수 있습니다.",6
주차장 이용할 수 있는지 알려주세요,건물 1층 주차장을 무료로 이용하실 수 있습니다.,6
주차 가능해?,"네, 건물 1층 주차장을 무료로 이용하실 수 있습니다.",6
대중교통,"대중교통으로 오실 수 있습니다. 지하철은 신사역 6번 출구에서 도보 5분, 버스는 472, 3011, 240, 345, 142, 4312, 402번을 이용하면 됩니다.",6
버스 타고 갈 수 있는지 궁금해," 472, 3011, 240, 345, 142, 4312, 402번 버스를 타고 오시면 됩니다.",6
어떤 버스를 타면 되는지 궁금해요," 472, 3011, 240, 345, 142, 4312, 402번 버스를 타고 오시면 됩니다.",6
몇 번 버스 타고 가면 되는지 궁금해," 472, 3011, 240, 345, 142, 4312, 402번 버스를 타고 오시면 됩니다.",6
버스로 갈 수 있어?,"네, 472, 3011, 240, 345, 142, 4312, 402번 버스로 오시면 됩니다.",6
지하철로 갈 수 있는지 알려줘,신사역 6번 출구에서 도보 5분 거리에 있습니다.,6
근처 지하철역이 뭔지 알려줘,도보 5분 거리에 신사역이 있습니다.,6
근처에 지하철이 있어?,"네, 도보 5분 거리에 신사역이 있습니다.",6
지하철로 갈 수 있어?,"네, 신사역 6번 출구에서 도보 5분 거리에 있습니다.",6
전화번호가 어떻게 되나요?,전화번호는 +82) 0507-1381-1174입니다.,7
전화번호는 어떻게 되나요?,전화번호는 +82) 0507-1381-1174입니다.,7
전화번호가 무엇인가요?,전화번호는 +82) 0507-1381-1174입니다.,7
번호가 어떻게 되나요?,+82) 0507-1381-1174입니다.,7
번호가 무엇인가요?,+82) 0507-1381-1174입니다.,7
어떻게 연락할 수 있나요?,+82) 0507-1381-1174 또는 인스타그램 'mood__collect'로 연락하시면 됩니다.,7
어떻게 연락하나요?,+82) 0507-1381-1174 또는 인스타그램 'mood__collect'로 연락하시면 됩니다.,7
연락하려면 어떻게 해야 하나요?,+82) 0507-1381-1174 또는 인스타그램 'mood__collect'로 연락하시면 됩니다.,7
어떻게 문의할 수 있나요?,+82) 0507-1381-1174 또는 인스타그램 'mood__collect'로 연락하시면 됩니다.,7
전화번호 알려줘,전화번호는 +82) 0507-1381-1174입니다.,7
번호 알려줘,전화번호는 +82) 0507-1381-1174입니다.,7
번호를 알려주세요,전화번호는 +82) 0507-1381-1174입니다.,7
누구에게 문의할 수 있나요?,+82) 0507-1381-1174 또는 인스타그램 'mood__collect'로 연락하시면 됩니다.,7
누구에게 연락할 수 있나요?,+82) 0507-1381-1174 또는 인스타그램 'mood__collect'로 연락하시면 됩니다.,7
누구에게 문의헤야 하나요?,+82) 0507-1381-1174 또는 인스타그램 'mood__collect'로 연락하시면 됩니다.,7
누구에게 연락해야 하나요?,+82) 0507-1381-1174 또는 인스타그램 'mood__collect'로 연락하시면 됩니다.,7
전화번호,전화번호는 +82) 0507-1381-1174입니다.,7
번호,전화번호는 +82) 0507-1381-1174입니다.,7
연락처,+82) 0507-1381-1174 또는 인스타그램 'mood__collect'로 연락하시면 됩니다.,7
소셜 미디어,인스타그램에서 'mood__collect'를 검색해 보세요.,7
인스타그램,인스타그램 아이디는 'mood__collect'입니다.,7
인스타그램으로 연락할 수 있나요?,인스타그램 아이디는 'mood__collect'입니다.,7
인스타그램으로 연락해도 되나요?,"네, 인스타그램 아이디는 'mood__collect'입니다.",7
인스타그램으로 문의할 수 있나요?,"네, 인스타그램 아이디는 'mood__collect'입니다.",7
인스타로 연락할 수 있나요?,"네, 인스타그램 아이디는 'mood__collect'입니다.",7
소셜 미디어로 연락할 수 있나요?,"네, 인스타그램에서 'mood__collect'를 검색해 보세요.",7
소셜 미디어로 연락해도 되나요?,"네, 인스타그램에서 'mood__collect'를 검색해 보세요.",7
소셜 미디어로 문의할 수 있나요?,"네, 인스타그램에서 'mood__collect'를 검색해 보세요.",7
소셜 미디어를 통해 연락할 수 있나요?,"네, 인스타그램에서 'mood__collect'를 검색해 보세요.",7
연락할 수 있는 인스타그램 아이디가 있나요?,인스타그램 아이디는 'mood__collect'입니다.,7
연락할 수 있는 인스타 아이디가 있나요?,"네, 인스타그램에서 'mood__collect'를 검색해 보세요.",7
연락할 수 있는 인스타그램 계정이 있나요?,"네, 인스타그램 아이디는 'mood__collect'입니다.",7
제가 연락할 수 있는 인스타그램 계정이 있나요?,"네, 인스타그램 아이디는 'mood__collect'입니다.",7
연락 가능한 인스타그램 계정이 있나요?,"네, 인스타그램 아이디는 'mood__collect'입니다.",7
문의할 수 있는 인스타그램 계정이 있나요?,"네, 인스타그램 아이디는 'mood__collect'입니다.",7
직접 문의하고 싶어,+82) 0507-1381-1174 또는 인스타그램 'mood__collect'로 연락하시면 됩니다.,7
예약 확인,예약 확인,8
예약 확인하고 싶어,예약 확인,8
예약을 확인하고 싶습니다,예약 확인,8
예약 확인해줘,예약 확인,8
예약 확인을 원합니다,예약 확인,8
예약 확인할래,예약 확인,8
예약 정보 알려줘,예약 확인,8
내 예약 정보를 알려주세요,예약 확인,8
예약 정보를 알려주세요,예약 확인,8
예약 정보,예약 확인,8
예약 정보를 확인하고 싶어요,예약 확인,8
예약한 내용을 확인할 수 있나요?,예약 확인,8
내가 예약한 내용을 확인할 수 있나요?,예약 확인,8
바로 전에 예약한 내 예약을 확인할 수 있나요?,예약 확인,8
바로 전에 예약한 내용을 확인할 수 있나요?,예약 확인,8
직전에 예약한 내용을 확인할 수 있나요?,예약 확인,8
예약 내용 확인,예약 확인,8
예약 내용을 확인하고 싶어,예약 확인,8
내 예약은 무엇인가요?,예약 확인,8
내 예약은 어떻게 되나요?,예약 확인,8
예약이 어떻게 되나요?,예약 확인,8
예약 내용 확인해줘,예약 확인,8
예약을 확인하고 싶어,예약 확인,8
